SEN No.,Batch id,Batch No,Class Commencement Date,Dec,Jan,Feb,March,April,May,June,July,Aug,Sept,Oct,Nov,Total hrs spent
GL1020221499,GL-B59,59,05/06/2022,27,25,10,11,31,28,21,12,22,39,23,31,280
GL1020221502,GL-B59,59,05/06/2022,12,28,32,25,25,24,21,28,20,22,23,16,276
GL1020221498,GL-B59,59,05/06/2022,38,28,39,28,20,37,40,40,33,32,25,38,398
GL1020221503,GL-B59,59,05/06/2022,25,36,40,37,12,18,31,15,37,25,21,40,337
GL1020221505,GL-B59,59,05/06/2022,35,29,14,21,11,36,24,37,37,17,21,13,295
GL1020221366,GL-B59,59,05/06/2022,25,26,17,15,12,20,29,26,23,29,32,30,284
GL1020221462,GL-B59,59,05/06/2022,39,36,12,37,24,24,22,21,13,39,29,37,333
GL1020221408,GL-B59,59,05/06/2022,25,22,24,20,32,33,32,24,32,35,28,23,330
GL1020221465,GL-B59,59,05/06/2022,31,33,25,38,37,38,16,25,26,31,29,13,342
GL1020221520,GL-B59,59,05/06/2022,29,16,32,15,37,14,32,12,18,32,35,31,303
GL1120221521,GL-B59,59,05/06/2022,35,38,36,21,28,14,22,16,16,19,38,10,293
GL1020221387,GL-B59,59,05/06/2022,33,15,16,12,23,35,18,35,25,39,18,14,283
GL1120221530,GL-B59,59,05/06/2022,38,40,33,11,22,34,37,20,10,11,37,22,315
GL1120221533,GL-B59,59,05/06/2022,21,20,35,19,18,26,32,39,25,22,13,31,301
GL1120221535,GL-B59,59,05/06/2022,10,10,17,34,31,36,18,31,40,14,17,10,268
GL1120221534,GL-B59,59,05/06/2022,18,21,37,38,40,26,15,28,30,36,33,32,354
GL1020221384,GL-B59,59,05/06/2022,36,12,24,19,17,17,17,36,37,16,20,22,273
GL082022976,GL-B59,59,05/06/2022,29,12,36,40,39,33,11,12,36,28,24,23,323
GL1020221396,GL-B59,59,05/06/2022,19,22,39,36,34,34,19,36,11,22,19,35,326
GL1120221528,GL-B59,59,05/06/2022,20,36,39,32,36,36,17,36,16,16,26,16,326
GL1020221417,GL-B59,59,05/06/2022,18,13,39,38,13,13,18,23,36,22,18,11,262
GL0920221207,GL-B59,59,05/06/2022,24,22,36,22,21,29,10,24,37,33,40,23,321
GL072022877,GL-B60,60,17/08/2022,29,17,22,16,17,19,11,21,11,35,20,21,239
GL1020221307,GL-B60,60,17/08/2022,34,26,38,10,25,36,20,12,30,31,29,40,331
GL1020221493,GL-B60,60,17/08/2022,35,37,35,31,23,18,17,19,36,31,34,18,334
GL1020221357,GL-B60,60,17/08/2022,33,38,33,32,23,28,12,10,39,36,34,12,330
GL1020221517,GL-B60,60,17/08/2022,16,26,18,27,27,35,22,31,24,23,31,33,313
GL1020221500,GL-B60,60,17/08/2022,27,22,39,22,33,33,19,23,32,36,26,23,335
GL1120221528,GL-B60,60,17/08/2022,22,24,29,20,11,38,10,23,23,32,11,36,279
GL1020221483,GL-B60,60,17/08/2022,27,16,38,39,32,31,17,16,25,35,36,11,323
GL1020221495,GL-B60,60,17/08/2022,22,12,30,27,17,11,17,22,28,37,40,28,291
GL1020221481,GL-B60,60,17/08/2022,27,25,30,13,25,11,17,12,12,16,18,30,236
GL1020221489,GL-B60,60,17/08/2022,17,21,26,25,38,37,37,24,13,17,22,37,314
GL1020221512,GL-B60,60,17/08/2022,40,12,31,33,28,23,27,38,26,28,24,36,346
GL1020221447,GL-B60,60,17/08/2022,24,31,35,16,40,39,39,19,33,39,38,11,364
GL1020221413,GL-B60,60,17/08/2022,28,29,30,38,28,34,14,19,31,37,31,20,339
GL1020221473,GL-B60,60,17/08/2022,25,28,10,22,31,33,26,10,30,15,20,26,276
GL1020221456,GL-B60,60,17/08/2022,27,16,32,34,35,25,25,26,39,36,23,16,334
GL1020221452,GL-B60,60,17/08/2022,31,13,32,39,21,25,32,28,32,15,28,32,328
GL1020221451,GL-B60,60,17/08/2022,36,36,24,27,22,32,27,36,28,10,24,33,335
GL1020221457,GL-B60,60,17/08/2022,31,26,25,38,15,24,15,17,40,29,26,20,306
GL1020221420,GL-B60,60,17/08/2022,32,39,21,20,36,12,36,38,15,18,27,28,322
GL1020221435,GL-B60,60,17/08/2022,21,21,29,20,22,37,14,12,32,34,14,40,296
GL1020221434,GL-B60,60,17/08/2022,14,27,31,28,13,19,39,29,11,35,13,33,292
GL1120221553,GL-B60,60,17/08/2022,15,30,36,36,29,36,11,31,23,12,20,11,290
GL0920221285,GL-B61,61,22/11/2022,36,19,24,39,33,39,11,14,24,36,15,38,328
GL1020221497,GL-B61,61,22/11/2022,15,15,25,37,17,38,36,16,39,36,10,33,317
GL1020221517,GL-B61,61,22/11/2022,31,12,36,35,35,21,37,24,40,33,25,10,339
GL1120221527,GL-B61,61,22/11/2022,28,23,13,15,24,40,10,13,21,10,40,33,270
GL1020221514,GL-B61,61,22/11/2022,31,38,28,22,39,33,36,17,26,39,30,39,378
GL1020221510,GL-B61,61,22/11/2022,19,20,40,23,20,25,13,10,17,13,17,25,242
GL1120221529,GL-B61,61,22/11/2022,30,16,12,23,34,14,23,26,19,33,36,30,296
GL1020221485,GL-B61,61,22/11/2022,18,32,40,31,11,37,18,39,34,30,34,25,349
GL1020221486,GL-B61,61,22/11/2022,29,40,35,12,25,32,32,14,23,11,36,16,305
GL1020221475,GL-B61,61,22/11/2022,16,34,38,11,15,30,32,24,17,35,15,11,278
GL0920221237,GL-B61,61,22/11/2022,24,17,28,29,40,14,25,26,29,26,28,19,305
GL1020221519,GL-B61,61,22/11/2022,35,11,32,38,31,37,16,14,12,21,19,14,280
GL1120221523,GL-B61,61,22/11/2022,17,38,15,25,40,12,16,30,24,26,15,17,275
GL1020221513,GL-B61,61,22/11/2022,35,29,18,19,28,14,23,37,29,18,23,26,299
GL1120221526,GL-B61,61,22/11/2022,23,34,16,21,40,22,27,30,11,30,20,36,310
GL1020221482,GL-B61,61,22/11/2022,35,10,29,31,20,30,33,27,18,16,38,22,309
GL1020221477,GL-B61,61,22/11/2022,34,14,12,35,26,19,16,40,21,24,30,30,301
GL1020221494,GL-B61,61,22/11/2022,18,14,28,33,39,22,34,15,33,12,29,33,310
GL1020221501,GL-B61,61,22/11/2022,10,37,26,38,16,21,22,16,38,34,13,22,293
GL1020221487,GL-B61,61,22/11/2022,13,22,25,21,16,24,40,19,34,19,20,40,293
GL1120221537,GL-B61,61,22/11/2022,34,27,37,38,30,26,22,33,29,23,30,30,359
GL072022855,GL-B61,61,22/11/2022,35,28,29,35,24,28,17,34,35,35,21,37,358
GL1020221511,GL-B61,61,22/11/2022,26,24,28,14,40,20,26,31,10,10,17,29,275
GL0920221189,GL-B61,61,22/11/2022,11,29,10,33,27,40,20,10,20,35,17,36,288
GL1020221490,GL-B61,61,22/11/2022,19,37,37,39,28,13,35,21,11,20,18,15,293
GL1020221508,GL-B61,61,22/11/2022,22,14,40,34,27,16,17,15,29,26,23,19,282
GL1020221409,GL-B61,61,22/11/2022,21,17,28,40,17,33,24,17,15,34,26,12,284
GL1020221488,GL-B61,61,22/11/2022,31,13,26,14,13,38,21,35,22,35,26,16,290
GL1020221422,GL-B61,61,22/11/2022,36,37,18,12,33,23,16,38,40,37,19,26,335
GL1020221415,GL-B61,61,22/11/2022,28,38,15,16,16,17,15,25,20,25,11,33,259
GL1020221445,GL-B61,61,22/11/2022,26,15,37,30,37,21,27,34,39,20,10,10,306
GL1020221449,GL-B61,61,22/11/2022,10,30,16,33,28,10,33,28,40,40,30,19,317
GL1020221401,GL-B61,61,22/11/2022,16,34,13,39,29,27,18,18,40,22,18,12,286
GL0920221288,GL-B61,61,22/11/2022,22,26,26,11,37,10,22,20,19,15,39,18,265
GL1020221459,GL-B61,61,22/11/2022,17,33,22,40,33,38,16,35,30,38,14,18,334
GL1020221471,GL-B61,61,22/11/2022,20,17,23,17,25,25,36,11,17,12,18,30,251
GL1020221442,GL-B61,61,22/11/2022,29,37,13,24,37,23,23,26,22,25,13,38,310
GL052022597,GL-B62,62,03/06/2022,11,20,40,32,27,30,26,39,34,37,36,21,353
-,GL-B62,62,03/06/2022,13,18,25,10,20,23,11,24,19,30,36,31,260
GL1120221541,GL-B62,62,03/06/2022,11,13,17,15,20,31,30,22,23,15,13,25,235
GL1120221546,GL-B62,62,03/06/2022,21,29,10,38,21,36,29,29,24,35,19,35,326
GL1120221547,GL-B62,62,03/06/2022,22,31,24,34,40,24,10,29,37,40,23,19,333
GL1120221552,GL-B62,62,03/06/2022,36,29,16,26,31,40,11,37,36,31,31,30,354
GL1020221504,GL-B62,62,03/06/2022,17,29,35,28,20,26,25,18,28,18,38,39,321
GL1120221558,GL-B62,62,03/06/2022,32,38,16,16,35,14,31,13,18,22,34,34,303
GL1120221559,GL-B62,62,03/06/2022,30,26,30,39,29,22,12,21,28,36,28,24,325
GL1120221563,GL-B62,62,03/06/2022,28,27,18,19,40,27,33,13,21,40,30,10,306
GL1120221570,GL-B62,62,03/06/2022,35,25,36,28,20,39,38,26,28,25,18,33,351
GL1120221572,GL-B62,62,03/06/2022,31,40,23,32,13,33,17,21,15,36,13,18,292
GL1120221575,GL-B62,62,03/06/2022,16,26,13,25,11,38,38,39,12,24,25,20,287
GL1120221579,GL-B62,62,03/06/2022,14,20,28,19,31,37,18,29,36,28,25,13,298
GL1120221573,GL-B62,62,03/06/2022,30,19,11,15,14,11,36,37,30,38,30,10,281
GL1120221582,GL-B62,62,03/06/2022,40,15,30,16,26,32,20,12,33,30,12,36,302
GL1120221588,GL-B62,62,03/06/2022,13,33,21,33,16,36,19,15,31,22,21,27,287
GL1120221589,GL-B62,62,03/06/2022,27,25,40,40,38,25,16,22,13,30,31,31,338
GL1120221597,GL-B62,62,03/06/2022,25,13,40,38,32,10,12,16,36,30,23,39,314
GL1220221800,GL-B62,62,03/06/2022,11,22,31,16,17,26,13,17,17,11,37,15,233
GL0920221268,GL-B62,62,03/06/2022,31,20,30,22,31,30,36,40,14,36,18,27,335
GL1120221602,GL-B62,62,03/06/2022,29,36,27,39,19,27,20,10,30,32,38,30,337
GL1120221603,GL-B62,62,03/06/2022,26,40,21,35,38,11,20,21,35,21,26,17,311
GL1120221604,GL-B62,62,03/06/2022,27,30,14,23,18,40,14,16,25,23,38,10,278
GL1120221605,GL-B62,62,03/06/2022,24,26,37,16,38,37,36,16,24,30,10,35,329
GL1120221610,GL-B62,62,03/06/2022,37,40,24,23,18,10,14,17,13,33,32,17,278
GL0820221120,GL-B62,62,03/06/2022,14,19,35,29,20,37,18,22,22,26,29,33,304
GL1120221614,GL-B62,62,03/06/2022,13,20,11,40,12,22,13,38,21,39,33,25,287
GL1120221612,GL-B62,62,03/06/2022,38,35,30,18,28,20,39,11,38,29,28,25,339
GL1020221350,GL-B62,62,03/06/2022,19,31,20,28,13,21,35,15,27,15,28,11,263
GL1120221557,GL-B62,62,03/06/2022,37,16,25,24,25,28,34,31,24,11,38,24,317
GL1120221584,GL-B63,63,12/04/2022,34,27,12,13,18,11,30,38,29,36,39,22,309
GL032022434,GL-B63,63,12/04/2022,18,11,12,40,11,34,21,13,34,28,36,27,285
GL1120221539,GL-B63,63,12/04/2022,21,10,19,26,35,19,15,15,23,31,23,10,247
GL1120221538,GL-B63,63,12/04/2022,11,19,35,13,11,27,33,25,18,12,23,39,266
GL1120221545,GL-B63,63,12/04/2022,31,18,30,18,14,29,33,36,17,21,18,32,297
GL1120221542,GL-B63,63,12/04/2022,13,10,39,38,20,40,12,37,32,33,14,39,327
GL1120221543,GL-B63,63,12/04/2022,18,28,15,36,26,14,18,35,26,22,30,15,283
GL1120221544,GL-B63,63,12/04/2022,33,23,22,24,31,29,36,29,17,28,30,28,330
GL1120221548,GL-B63,63,12/04/2022,24,36,21,33,15,26,18,39,14,19,13,17,275
GL1120221549,GL-B63,63,12/04/2022,34,13,34,23,21,13,40,31,15,23,13,14,274
GL1120221532,GL-B63,63,12/04/2022,11,26,36,33,32,27,29,34,13,32,13,28,314
GL1120221554,GL-B63,63,12/04/2022,13,40,25,26,16,22,39,36,33,28,30,10,318
GL1120221555,GL-B63,63,12/04/2022,34,14,10,25,12,13,40,31,11,18,27,32,267
GL1120221560,GL-B63,63,12/04/2022,21,28,35,40,24,16,17,10,37,30,23,24,305
GL1120221561,GL-B63,63,12/04/2022,14,39,19,36,25,20,32,15,10,15,26,36,287
GL1020221403,GL-B63,63,12/04/2022,18,39,10,21,39,15,39,37,27,14,25,30,314
GL1120221565,GL-B63,63,12/04/2022,38,28,14,17,17,32,10,35,39,25,38,34,327
GL1120221564,GL-B63,63,12/04/2022,33,23,10,26,28,30,17,20,36,27,28,28,306
GL1120221567,GL-B63,63,12/04/2022,27,19,27,27,13,33,11,30,32,27,26,34,306
GL1120221568,GL-B63,63,12/04/2022,39,34,14,33,24,36,35,10,12,36,25,19,317
GL1020221516,GL-B63,63,12/04/2022,21,12,16,22,33,22,29,36,32,33,10,35,301
GL1120221569,GL-B63,63,12/04/2022,19,18,19,35,10,33,11,16,38,14,34,34,281
GL1120221571,GL-B63,63,12/04/2022,10,15,29,12,29,16,32,19,17,34,15,29,257
GL1120221576,GL-B63,63,12/04/2022,35,22,19,33,16,24,22,23,29,34,20,20,297
GL1120221574,GL-B63,63,12/04/2022,14,16,16,27,26,27,29,12,12,14,19,24,236
-,GL-B64,64,07/05/2022,17,31,22,13,24,34,40,21,16,37,10,10,275
GL1120221522,GL-B64,64,07/05/2022,16,18,17,37,26,39,23,40,16,34,28,28,322
GL1020221425,GL-B64,64,07/05/2022,34,19,17,20,26,10,36,33,10,11,21,39,276
GL1120221577,GL-B64,64,07/05/2022,23,31,15,36,29,23,13,11,20,21,20,33,275
GL1120221580,GL-B64,64,07/05/2022,19,38,35,39,28,13,23,28,34,25,38,22,342
GL1120221585,GL-B64,64,07/05/2022,21,35,37,17,10,26,38,34,32,11,16,39,316
GL1120221587,GL-B64,64,07/05/2022,22,17,35,39,19,16,35,23,24,12,16,31,289
GL1120221586,GL-B64,64,07/05/2022,16,24,16,20,39,40,35,23,14,21,40,27,315
GL1120221590,GL-B64,64,07/05/2022,24,23,17,35,11,12,22,22,10,20,40,15,251
GL1120221596,GL-B64,64,07/05/2022,24,18,18,21,28,19,23,23,10,20,39,25,268
GL1120221592,GL-B64,64,07/05/2022,35,35,21,13,34,21,25,17,19,14,13,22,269
GL1120221598,GL-B64,64,07/05/2022,18,12,25,14,38,36,21,21,22,33,33,28,301
GL1120221599,GL-B64,64,07/05/2022,27,38,12,26,23,34,10,31,25,14,23,13,276
GL1120221600,GL-B64,64,07/05/2022,13,26,11,11,34,25,32,24,25,26,25,38,290
GL1120221608,GL-B64,64,07/05/2022,37,14,22,38,37,30,36,23,20,18,38,18,331
GL1120221609,GL-B64,64,07/05/2022,21,32,33,12,39,10,27,33,37,35,15,23,317
GL1120221606,GL-B64,64,07/05/2022,18,31,24,21,18,17,34,17,36,11,40,30,297
GL1020221446,GL-B64,64,07/05/2022,39,23,16,16,37,27,27,35,26,11,17,19,293
GL1020221347,GL-B64,64,07/05/2022,40,35,40,33,39,34,27,10,33,23,35,38,387
GL052022633,GL-B64,64,07/05/2022,20,11,35,14,26,11,28,13,11,26,23,37,255
GL052022648,GL-B64,64,07/05/2022,28,36,36,27,26,37,39,12,30,17,34,28,350
GL1120221562,GL-B64,64,07/05/2022,27,11,19,12,27,16,27,17,19,40,14,24,253
GL1120221643,GL-B64,64,07/05/2022,12,13,35,19,11,34,34,19,28,23,31,38,297
GL122021267,GL-B65,65,08/10/2022,30,11,11,16,10,27,24,39,14,36,15,29,262
GL122021268,GL-B65,65,08/10/2022,13,23,19,23,37,17,26,20,10,18,20,19,245
GL1120221591,GL-B65,65,08/10/2022,40,22,30,15,12,11,28,15,18,15,37,29,272
GL1120221611,GL-B65,65,08/10/2022,22,21,30,38,17,40,39,25,24,14,14,37,321
GL1120221613,GL-B65,65,08/10/2022,12,30,11,24,23,30,16,14,32,20,37,19,268
GL1120221615,GL-B65,65,08/10/2022,13,25,25,17,12,29,13,19,15,28,35,15,246
GL1120221617,GL-B65,65,08/10/2022,22,18,19,23,34,24,35,36,12,27,25,40,315
GL1120221618,GL-B65,65,08/10/2022,17,36,29,27,12,18,28,17,13,12,37,35,281
GL1120221620,GL-B65,65,08/10/2022,15,34,10,39,28,33,32,29,21,27,40,31,339
GL1120221622,GL-B65,65,08/10/2022,25,33,10,23,38,13,33,27,28,34,23,28,315
GL1120221624,GL-B65,65,08/10/2022,38,37,15,32,12,33,31,36,16,22,33,23,328
GL1120221630,GL-B65,65,08/10/2022,15,16,32,15,13,25,27,37,21,20,21,10,252
GL1120221631,GL-B65,65,08/10/2022,22,33,34,11,10,11,27,36,12,20,25,12,253
GL1120221632,GL-B65,65,08/10/2022,19,21,31,32,22,12,32,32,21,20,39,12,293
GL1120221637,GL-B65,65,08/10/2022,18,36,17,27,35,29,24,19,13,35,21,13,287
GL1120221638,GL-B65,65,08/10/2022,11,40,34,20,19,33,27,29,32,40,37,32,354
GL1120221641,GL-B65,65,08/10/2022,24,25,22,17,36,16,18,23,21,36,28,12,278
GL1120221642,GL-B65,65,08/10/2022,40,10,36,33,10,29,13,19,10,38,23,37,298
GL1120221647,GL-B65,65,08/10/2022,20,24,20,19,15,37,32,34,35,11,29,26,302
GL1120221649,GL-B65,65,08/10/2022,34,33,34,17,15,39,37,14,39,35,23,27,347
GL1120221651,GL-B65,65,08/10/2022,15,34,24,23,38,36,14,26,30,24,31,24,319
GL1120221652,GL-B65,65,08/10/2022,15,11,15,36,18,18,14,24,38,35,29,22,275
GL1020221302,GL-B65,65,08/10/2022,36,37,18,33,26,14,16,37,15,37,11,29,309
GL1120221653,GL-B65,65,08/10/2022,26,13,12,25,18,40,10,10,27,30,34,39,284
GL062022743,GL-B65,65,08/10/2022,17,36,17,13,15,36,24,36,18,30,40,32,314
GL1020221418,GL-B65,65,08/10/2022,12,37,12,36,28,36,19,27,24,14,25,26,296
GL0920221217,GL-B65,65,08/10/2022,38,17,24,36,37,17,36,19,25,38,31,14,332
GL1120221650,GL-B65,65,08/10/2022,27,16,23,25,20,27,17,39,11,21,35,13,274
GL1120221657,GL-B65,65,08/10/2022,37,24,20,14,11,18,40,25,11,14,10,37,261
GL1120221601,GL-B65,65,08/10/2022,13,32,14,25,14,18,21,32,10,40,40,21,280
GL1120221661,GL-B65,65,08/10/2022,39,40,16,27,38,21,30,22,16,24,35,39,347
GL1120221621,GL-B65,65,08/10/2022,36,18,40,18,34,19,25,35,24,10,31,24,314
GL1120221595,GL-B65,65,08/10/2022,33,13,13,24,25,34,18,37,38,35,29,39,338
GL052022575,GL-B65,65,08/10/2022,16,23,11,16,18,13,27,37,38,38,35,22,294
GL0920221300,GL-B65,65,08/10/2022,32,20,40,24,30,23,27,27,30,34,33,15,335
GL1120221550,GL-B65,65,08/10/2022,19,40,29,25,31,18,15,36,24,38,16,34,325
GL1120221551,GL-B65,65,08/10/2022,33,34,26,22,32,31,13,14,35,24,17,33,314
GL0920221231,GL-B65,65,08/10/2022,24,32,24,20,27,23,24,28,11,21,12,25,271
GL1120221640,GL-B65,65,08/10/2022,33,34,39,24,24,15,24,27,10,39,38,22,329
GL1020221315,GL-B66,66,01/09/2022,12,27,19,40,24,14,30,14,21,26,33,38,298
GL072022868,GL-B66,66,01/09/2022,33,17,13,24,31,34,26,19,40,25,31,10,303
GL1020221492,GL-B66,66,01/09/2022,18,20,30,35,19,36,14,27,31,31,24,24,309
GL1120221616,GL-B66,66,01/09/2022,11,38,26,40,36,33,24,10,33,30,40,12,333
GL1120221619,GL-B66,66,01/09/2022,20,26,40,14,24,34,13,11,13,11,19,40,265
GL1120221623,GL-B66,66,01/09/2022,33,39,31,28,12,35,11,32,21,35,34,39,350
GL1120221627,GL-B66,66,01/09/2022,30,37,28,39,31,17,21,16,17,16,32,19,303
GL1120221628,GL-B66,66,01/09/2022,36,29,31,35,37,20,20,31,25,27,10,28,329
GL1120221629,GL-B66,66,01/09/2022,38,28,14,32,38,10,11,25,39,31,18,34,318
GL1120221633,GL-B66,66,01/09/2022,40,34,19,17,37,27,35,10,39,20,15,11,304
GL1120221636,GL-B66,66,01/09/2022,18,32,13,26,35,25,40,17,22,24,27,25,304
GL1120221634,GL-B66,66,01/09/2022,16,19,36,18,18,18,39,40,28,40,23,26,321
GL1120221635,GL-B66,66,01/09/2022,17,16,13,17,14,18,26,21,27,13,26,38,246
GL1120221644,GL-B66,66,01/09/2022,22,13,40,20,24,23,14,19,15,19,38,35,282
GL1120221648,GL-B66,66,01/09/2022,21,24,26,24,10,38,21,39,23,35,40,19,320
GL1120221659,GL-B66,66,01/09/2022,29,16,11,28,23,19,39,10,31,25,34,28,293
GL042022450,GL-B66,66,01/09/2022,23,28,33,40,13,37,30,27,20,21,13,22,307
GL062022780,GL-B66,66,01/09/2022,40,29,21,12,21,23,35,21,32,12,18,10,274
GL1120221662,GL-B66,66,01/09/2022,16,26,14,26,40,34,26,15,34,32,23,37,323
GL052022595,GL-B66,66,01/09/2022,16,23,29,40,17,30,33,18,38,27,24,35,330
GL042022546,GL-B66,66,01/09/2022,21,29,12,34,27,26,33,33,10,36,11,12,284
GL072022839,GL-B66,66,01/09/2022,13,26,16,32,15,37,20,10,15,32,40,37,293
GL1120221655,GL-B66,66,01/09/2022,26,21,19,12,18,15,32,17,21,22,31,18,252
GL1020221403,GL-B67,67,03/08/2022,13,38,15,38,21,36,32,34,33,15,33,22,330
GL072022869,GL-B67,67,03/08/2022,20,10,30,35,35,32,25,13,12,11,30,32,285
GL1120221663,GL-B67,67,03/08/2022,24,37,27,22,26,27,34,15,31,30,15,25,313
GL1120221665,GL-B67,67,03/08/2022,28,28,15,18,22,28,28,17,39,29,23,17,292
GL1220221667,GL-B67,67,03/08/2022,29,22,12,32,14,15,11,27,19,21,33,23,258
GL1220221668,GL-B67,67,03/08/2022,20,33,29,10,35,29,14,17,33,15,34,12,281
GL1220221670,GL-B67,67,03/08/2022,29,25,20,39,18,18,10,16,10,22,14,33,254
GL1220221678,GL-B67,67,03/08/2022,14,18,21,38,10,28,28,10,35,32,34,29,297
GL1220221677,GL-B67,67,03/08/2022,37,26,38,31,15,13,16,18,13,18,13,17,255
GL1220221669,GL-B67,67,03/08/2022,13,13,23,40,15,32,20,28,29,23,30,36,302
GL1220221680,GL-B67,67,03/08/2022,31,25,35,23,13,14,10,10,29,29,36,16,271
GL1220221681,GL-B67,67,03/08/2022,13,25,31,23,32,16,24,26,18,25,32,31,296
GL1220221688,GL-B67,67,03/08/2022,39,29,11,21,35,31,27,38,37,11,40,17,336
GL1220221687,GL-B67,67,03/08/2022,21,33,20,32,38,21,34,17,33,11,16,39,315
GL1220221686,GL-B67,67,03/08/2022,13,10,12,40,37,20,25,25,16,27,17,10,252
GL1220221698,GL-B67,67,03/08/2022,28,20,12,26,19,22,13,31,39,21,33,39,303
GL1220221699,GL-B67,67,03/08/2022,17,30,15,18,19,28,38,29,22,31,10,35,292
GL1220221696,GL-B67,67,03/08/2022,28,25,21,34,14,21,17,34,34,32,17,10,287
GL1220221697,GL-B67,67,03/08/2022,22,14,32,15,40,39,20,26,12,18,36,25,299
GL1220221700,GL-B67,67,03/08/2022,22,10,18,35,13,15,39,34,20,11,11,33,261
GL1220221701,GL-B67,67,03/08/2022,32,11,35,25,28,20,19,32,19,37,32,26,316
GL102021161,GL-B67,67,03/08/2022,28,34,12,38,35,26,23,32,25,10,36,40,339
GL1220221703,GL-B67,67,03/08/2022,13,26,26,30,14,28,11,34,29,40,31,22,304
GL1220221706,GL-B67,67,03/08/2022,27,29,26,39,34,22,40,35,20,12,36,24,344
GL1220221707,GL-B67,67,03/08/2022,27,22,26,20,26,31,11,28,23,35,22,11,282
GL1220221710,GL-B67,67,03/08/2022,29,37,15,15,38,40,11,12,40,24,36,35,332
GL1220221711,GL-B67,67,03/08/2022,38,30,39,11,13,30,10,19,10,32,35,28,295
GL1220221712,GL-B67,67,03/08/2022,37,19,16,22,15,21,37,27,12,14,38,14,272
GL1220221719,GL-B67,67,03/08/2022,14,12,20,21,17,18,35,31,34,35,28,17,282
GL1220221721,GL-B67,67,03/08/2022,13,14,25,16,11,37,24,30,11,18,10,38,247
GL1220221723,GL-B67,67,03/08/2022,24,27,32,24,11,17,22,37,10,16,29,21,270
GL1220221724,GL-B67,67,03/08/2022,24,29,32,13,18,29,11,21,27,11,26,35,276
GL1220221726,GL-B67,67,03/08/2022,16,32,16,16,17,33,34,29,23,14,12,21,263
GL1220221728,GL-B67,67,03/08/2022,36,27,10,17,30,33,27,20,12,20,13,34,279
GL1120221575,GL-B67,67,03/08/2022,11,37,13,35,35,22,10,36,21,32,13,12,277
GL1220221731,GL-B67,67,03/08/2022,10,19,17,15,18,26,28,18,10,37,10,21,229
GL1120221661,GL-B67,67,03/08/2022,25,28,22,18,32,39,19,15,20,11,10,39,278
GL012022269,GL-B67,67,03/08/2022,36,31,32,19,35,18,13,28,27,24,12,29,304
GL0920221236,GL-B68,68,28/02/2022,40,15,36,18,28,10,17,29,10,12,23,30,268
GL042022468,GL-B68,68,28/02/2022,11,38,29,22,36,17,18,38,37,29,17,30,322
GL1120221664,GL-B68,68,28/02/2022,25,32,33,27,15,26,38,21,21,32,39,16,325
GL1120221666,GL-B68,68,28/02/2022,30,32,11,25,24,31,33,30,34,17,19,35,321
GL1120221556,GL-B68,68,28/02/2022,39,19,10,37,26,25,26,13,34,36,12,24,301
GL1120221531,GL-B68,68,28/02/2022,15,10,18,36,38,14,29,10,21,24,36,16,267
GL1120221594,GL-B68,68,28/02/2022,26,27,10,14,19,10,10,23,35,39,27,25,265
GL1220221671,GL-B68,68,28/02/2022,13,33,30,17,37,21,36,14,26,12,12,35,286
GL1120221658,GL-B68,68,28/02/2022,25,35,23,33,36,34,11,27,26,28,36,30,344
GL1220221672,GL-B68,68,28/02/2022,28,22,16,21,36,22,39,34,39,29,12,30,328
GL1220221674,GL-B68,68,28/02/2022,15,23,34,14,26,26,30,19,28,19,13,10,257
GL1220221675,GL-B68,68,28/02/2022,36,23,18,13,23,35,11,20,30,22,18,17,266
GL1220221676,GL-B68,68,28/02/2022,12,37,14,10,10,37,38,11,27,15,16,34,261
GL1220221679,GL-B68,68,28/02/2022,37,23,25,27,27,28,39,33,22,26,35,26,348
GL1220221682,GL-B68,68,28/02/2022,26,32,30,16,39,22,30,16,19,25,27,30,312
GL1220221684,GL-B68,68,28/02/2022,35,39,40,18,14,33,13,35,29,34,18,17,325
GL1220221690,GL-B68,68,28/02/2022,31,18,31,39,38,34,34,26,21,35,38,38,383
GL1220221689,GL-B68,68,28/02/2022,19,21,25,36,15,32,16,27,30,22,15,13,271
GL1220221685,GL-B68,68,28/02/2022,15,36,21,28,36,14,37,32,17,28,23,27,314
GL1220221692,GL-B68,68,28/02/2022,32,15,24,37,32,26,16,39,14,12,31,22,300
GL1220221693,GL-B68,68,28/02/2022,29,36,21,32,34,25,12,11,10,15,37,16,278
GL1220221694,GL-B68,68,28/02/2022,13,12,27,21,27,35,27,22,30,31,35,37,317
GL1220221695,GL-B68,68,28/02/2022,24,12,10,24,34,30,37,14,24,14,13,15,251
GL1020221493,GL-B68,68,28/02/2022,19,38,37,11,28,39,19,39,27,37,12,26,332
GL1120221646,GL-B68,68,28/02/2022,20,19,21,36,35,24,24,14,39,31,10,38,311
GL1220221691,GL-B68,68,28/02/2022,22,12,19,15,13,34,33,32,16,25,27,21,269
GL1020221484,GL-B68,68,28/02/2022,20,10,16,23,37,28,10,16,10,31,15,25,241
GL1220221704,GL-B68,68,28/02/2022,23,26,24,35,39,27,36,30,33,32,25,27,357
GL1220221705,GL-B68,68,28/02/2022,38,26,34,37,17,14,39,32,11,29,21,33,331
