SEN No.,Batch id,Batch No,Class Commencement Date,Assessment Date,Excel,Excel %Score,Assessment Date,Power BI,Power BI %Score,Assessment Date,SQL,SQL %Score,Assessment Date,Statistics,Statistics %Score,Assessment Date,Python,Python %Score,Assessment Date,Machine Learning,Machine Learning %Score,Assessment Date,AWS,AWS %Score,Assessment Date,Deep Learning,Deep Learning %Score,Assessment Date,NLP,NLP %Score,Total Marks,Pass Rate,Total Avg %,Pass/Fail
GL042022465,GL-B28,28,20/07/2022,20/08/2022,51,85.00,20/09/2022,40,66.67,20/10/2022,15,25.00,20/11/2022,29,48.33,20/12/2022,4,6.67,20/01/2023,48,80.00,20/02/2023,48,80.00,20/03/2023,27,45.00,20/04/2023,59,98.33,60,40,59.44,Pass
GL042022463,GL-B28,28,20/07/2022,20/08/2022,32,53.33,20/09/2022,4,6.67,20/10/2022,22,36.67,20/11/2022,41,68.33,20/12/2022,16,26.67,20/01/2023,43,71.67,20/02/2023,26,43.33,20/03/2023,58,96.67,20/04/2023,44,73.33,60,40,52.96,Pass
GL042022489,GL-B28,28,20/07/2022,20/08/2022,50,83.33,20/09/2022,5,8.33,20/10/2022,38,63.33,20/11/2022,26,43.33,20/12/2022,27,45.00,20/01/2023,49,81.67,20/02/2023,45,75.00,20/03/2023,33,55.00,20/04/2023,11,18.33,60,40,52.59,Pass
GL042022477,GL-B28,28,20/07/2022,20/08/2022,16,26.67,20/09/2022,29,48.33,20/10/2022,15,25.00,20/11/2022,7,11.67,20/12/2022,21,35.00,20/01/2023,1,1.67,20/02/2023,44,73.33,20/03/2023,4,6.67,20/04/2023,35,58.33,60,40,31.85,Fail
GL042022492,GL-B28,28,20/07/2022,20/08/2022,35,58.33,20/09/2022,20,33.33,20/10/2022,50,83.33,20/11/2022,9,15.00,20/12/2022,60,100.00,20/01/2023,56,93.33,20/02/2023,53,88.33,20/03/2023,60,100.00,20/04/2023,9,15.00,60,40,65.19,Pass
GL082021104,GL-B28,28,20/07/2022,20/08/2022,29,48.33,20/09/2022,52,86.67,20/10/2022,3,5.00,20/11/2022,23,38.33,20/12/2022,13,21.67,20/01/2023,5,8.33,20/02/2023,54,90.00,20/03/2023,27,45.00,20/04/2023,55,91.67,60,40,48.33,Fail
GL032022362,GL-B28,28,20/07/2022,20/08/2022,50,83.33,20/09/2022,43,71.67,20/10/2022,33,55.00,20/11/2022,37,61.67,20/12/2022,33,55.00,20/01/2023,27,45.00,20/02/2023,18,30.00,20/03/2023,14,23.33,20/04/2023,5,8.33,60,40,48.15,Fail
GL042022510,GL-B29,29,26/05/2022,26/06/2022,48,80.00,26/07/2022,7,11.67,26/08/2022,3,5.00,26/09/2022,26,43.33,26/10/2022,51,85.00,26/11/2022,12,20.00,26/12/2022,50,83.33,26/01/2023,54,90.00,26/02/2023,32,53.33,60,40,52.41,Pass
GL042022505,GL-B29,29,26/05/2022,26/06/2022,35,58.33,26/07/2022,55,91.67,26/08/2022,38,63.33,26/09/2022,35,58.33,26/10/2022,11,18.33,26/11/2022,60,100.00,26/12/2022,30,50.00,26/01/2023,32,53.33,26/02/2023,55,91.67,60,40,65.00,Pass
GL032022426,GL-B29,29,26/05/2022,26/06/2022,6,10.00,26/07/2022,33,55.00,26/08/2022,9,15.00,26/09/2022,3,5.00,26/10/2022,8,13.33,26/11/2022,20,33.33,26/12/2022,51,85.00,26/01/2023,56,93.33,26/02/2023,6,10.00,60,40,35.56,Fail
GL042022471,GL-B29,29,26/05/2022,26/06/2022,13,21.67,26/07/2022,1,1.67,26/08/2022,21,35.00,26/09/2022,20,33.33,26/10/2022,47,78.33,26/11/2022,50,83.33,26/12/2022,7,11.67,26/01/2023,38,63.33,26/02/2023,43,71.67,60,40,44.44,Fail
GL042022452,GL-B29,29,26/05/2022,26/06/2022,41,68.33,26/07/2022,49,81.67,26/08/2022,53,88.33,26/09/2022,11,18.33,26/10/2022,9,15.00,26/11/2022,35,58.33,26/12/2022,57,95.00,26/01/2023,6,10.00,26/02/2023,27,45.00,60,40,53.33,Pass
GL042022447,GL-B29,29,26/05/2022,26/06/2022,13,21.67,26/07/2022,51,85.00,26/08/2022,11,18.33,26/09/2022,60,100.00,26/10/2022,16,26.67,26/11/2022,14,23.33,26/12/2022,35,58.33,26/01/2023,23,38.33,26/02/2023,56,93.33,60,40,51.67,Pass
GL032022429,GL-B29,29,26/05/2022,26/06/2022,7,11.67,26/07/2022,24,40.00,26/08/2022,48,80.00,26/09/2022,43,71.67,26/10/2022,24,40.00,26/11/2022,29,48.33,26/12/2022,49,81.67,26/01/2023,47,78.33,26/02/2023,28,46.67,60,40,55.37,Pass
GL042022459,GL-B29,29,26/05/2022,26/06/2022,27,45.00,26/07/2022,39,65.00,26/08/2022,18,30.00,26/09/2022,36,60.00,26/10/2022,34,56.67,26/11/2022,7,11.67,26/12/2022,49,81.67,26/01/2023,52,86.67,26/02/2023,11,18.33,60,40,50.56,Pass
GL032022436,GL-B29,29,26/05/2022,26/06/2022,30,50.00,26/07/2022,47,78.33,26/08/2022,54,90.00,26/09/2022,40,66.67,26/10/2022,51,85.00,26/11/2022,3,5.00,26/12/2022,33,55.00,26/01/2023,35,58.33,26/02/2023,24,40.00,60,40,58.70,Pass
GL032022433,GL-B29,29,26/05/2022,26/06/2022,52,86.67,26/07/2022,55,91.67,26/08/2022,23,38.33,26/09/2022,23,38.33,26/10/2022,34,56.67,26/11/2022,41,68.33,26/12/2022,11,18.33,26/01/2023,16,26.67,26/02/2023,51,85.00,60,40,56.67,Pass
GL032022440,GL-B29,29,26/05/2022,26/06/2022,19,31.67,26/07/2022,53,88.33,26/08/2022,28,46.67,26/09/2022,55,91.67,26/10/2022,13,21.67,26/11/2022,59,98.33,26/12/2022,25,41.67,26/01/2023,28,46.67,26/02/2023,33,55.00,60,40,57.96,Pass
GL042022464,GL-B29,29,26/05/2022,26/06/2022,23,38.33,26/07/2022,37,61.67,26/08/2022,23,38.33,26/09/2022,10,16.67,26/10/2022,28,46.67,26/11/2022,9,15.00,26/12/2022,20,33.33,26/01/2023,36,60.00,26/02/2023,22,36.67,60,40,38.52,Fail
GL032022437,GL-B29,29,26/05/2022,26/06/2022,21,35.00,26/07/2022,14,23.33,26/08/2022,54,90.00,26/09/2022,54,90.00,26/10/2022,29,48.33,26/11/2022,29,48.33,26/12/2022,3,5.00,26/01/2023,59,98.33,26/02/2023,15,25.00,60,40,51.48,Pass
GL042022460,GL-B29,29,26/05/2022,26/06/2022,56,93.33,26/07/2022,42,70.00,26/08/2022,60,100.00,26/09/2022,8,13.33,26/10/2022,1,1.67,26/11/2022,30,50.00,26/12/2022,53,88.33,26/01/2023,3,5.00,26/02/2023,41,68.33,60,40,54.44,Pass
GL032022415,GL-B29,29,26/05/2022,26/06/2022,19,31.67,26/07/2022,20,33.33,26/08/2022,54,90.00,26/09/2022,47,78.33,26/10/2022,36,60.00,26/11/2022,8,13.33,26/12/2022,35,58.33,26/01/2023,30,50.00,26/02/2023,7,11.67,60,40,47.41,Fail
GL042022461,GL-B29,29,26/05/2022,26/06/2022,45,75.00,26/07/2022,28,46.67,26/08/2022,38,63.33,26/09/2022,11,18.33,26/10/2022,13,21.67,26/11/2022,45,75.00,26/12/2022,38,63.33,26/01/2023,22,36.67,26/02/2023,23,38.33,60,40,48.70,Fail
GL032022439,GL-B29,29,26/05/2022,26/06/2022,40,66.67,26/07/2022,51,85.00,26/08/2022,37,61.67,26/09/2022,36,60.00,26/10/2022,58,96.67,26/11/2022,42,70.00,26/12/2022,55,91.67,26/01/2023,26,43.33,26/02/2023,20,33.33,60,40,67.59,Pass
GL042022483,GL-B29,29,26/05/2022,26/06/2022,49,81.67,26/07/2022,32,53.33,26/08/2022,7,11.67,26/09/2022,57,95.00,26/10/2022,42,70.00,26/11/2022,45,75.00,26/12/2022,1,1.67,26/01/2023,59,98.33,26/02/2023,43,71.67,60,40,62.04,Pass
GL042022475,GL-B29,29,26/05/2022,26/06/2022,42,70.00,26/07/2022,36,60.00,26/08/2022,15,25.00,26/09/2022,56,93.33,26/10/2022,30,50.00,26/11/2022,39,65.00,26/12/2022,29,48.33,26/01/2023,60,100.00,26/02/2023,40,66.67,60,40,64.26,Pass
GL042022448,GL-B29,29,26/05/2022,26/06/2022,47,78.33,26/07/2022,9,15.00,26/08/2022,15,25.00,26/09/2022,42,70.00,26/10/2022,20,33.33,26/11/2022,31,51.67,26/12/2022,32,53.33,26/01/2023,22,36.67,26/02/2023,7,11.67,60,40,41.67,Fail
GL032022431,GL-B29,29,26/05/2022,26/06/2022,24,40.00,26/07/2022,48,80.00,26/08/2022,2,3.33,26/09/2022,39,65.00,26/10/2022,47,78.33,26/11/2022,8,13.33,26/12/2022,22,36.67,26/01/2023,57,95.00,26/02/2023,12,20.00,60,40,47.96,Fail
GL042022445,GL-B29,29,26/05/2022,26/06/2022,53,88.33,26/07/2022,30,50.00,26/08/2022,44,73.33,26/09/2022,13,21.67,26/10/2022,37,61.67,26/11/2022,15,25.00,26/12/2022,54,90.00,26/01/2023,36,60.00,26/02/2023,16,26.67,60,40,55.19,Pass
GL042022445,GL-B29,29,26/05/2022,26/06/2022,60,100.00,26/07/2022,55,91.67,26/08/2022,4,6.67,26/09/2022,27,45.00,26/10/2022,30,50.00,26/11/2022,38,63.33,26/12/2022,30,50.00,26/01/2023,43,71.67,26/02/2023,14,23.33,60,40,55.74,Pass
GL042022445,GL-B29,29,26/05/2022,26/06/2022,25,41.67,26/07/2022,27,45.00,26/08/2022,25,41.67,26/09/2022,19,31.67,26/10/2022,38,63.33,26/11/2022,43,71.67,26/12/2022,7,11.67,26/01/2023,21,35.00,26/02/2023,30,50.00,60,40,43.52,Fail
GL032022372,GL-B29,29,26/05/2022,26/06/2022,16,26.67,26/07/2022,20,33.33,26/08/2022,11,18.33,26/09/2022,25,41.67,26/10/2022,24,40.00,26/11/2022,49,81.67,26/12/2022,45,75.00,26/01/2023,44,73.33,26/02/2023,52,86.67,60,40,52.96,Pass
GL042022482,GL-B29,29,26/05/2022,26/06/2022,40,66.67,26/07/2022,59,98.33,26/08/2022,15,25.00,26/09/2022,15,25.00,26/10/2022,42,70.00,26/11/2022,12,20.00,26/12/2022,5,8.33,26/01/2023,40,66.67,26/02/2023,16,26.67,60,40,45.19,Fail
NA,GL-B29,29,26/05/2022,26/06/2022,31,51.67,26/07/2022,19,31.67,26/08/2022,46,76.67,26/09/2022,31,51.67,26/10/2022,59,98.33,26/11/2022,21,35.00,26/12/2022,42,70.00,26/01/2023,50,83.33,26/02/2023,11,18.33,60,40,57.41,Pass
GL122021266,GL-B29,29,26/05/2022,26/06/2022,51,85.00,26/07/2022,17,28.33,26/08/2022,22,36.67,26/09/2022,18,30.00,26/10/2022,28,46.67,26/11/2022,10,16.67,26/12/2022,24,40.00,26/01/2023,56,93.33,26/02/2023,18,30.00,60,40,45.19,Fail
GL042022454,GL-B29,29,26/05/2022,26/06/2022,8,13.33,26/07/2022,52,86.67,26/08/2022,25,41.67,26/09/2022,46,76.67,26/10/2022,54,90.00,26/11/2022,10,16.67,26/12/2022,11,18.33,26/01/2023,6,10.00,26/02/2023,32,53.33,60,40,45.19,Fail
GL042022457,GL-B29,29,26/05/2022,26/06/2022,51,85.00,26/07/2022,20,33.33,26/08/2022,37,61.67,26/09/2022,22,36.67,26/10/2022,42,70.00,26/11/2022,15,25.00,26/12/2022,39,65.00,26/01/2023,13,21.67,26/02/2023,22,36.67,60,40,48.33,Fail
GL042022467,GL-B29,29,26/05/2022,26/06/2022,6,10.00,26/07/2022,48,80.00,26/08/2022,4,6.67,26/09/2022,18,30.00,26/10/2022,59,98.33,26/11/2022,60,100.00,26/12/2022,36,60.00,26/01/2023,21,35.00,26/02/2023,35,58.33,60,40,53.15,Pass
GL032022442,GL-B29,29,26/05/2022,26/06/2022,53,88.33,26/07/2022,47,78.33,26/08/2022,5,8.33,26/09/2022,25,41.67,26/10/2022,28,46.67,26/11/2022,31,51.67,26/12/2022,36,60.00,26/01/2023,46,76.67,26/02/2023,48,80.00,60,40,59.07,Pass
GL042022444,GL-B29,29,26/05/2022,26/06/2022,58,96.67,26/07/2022,36,60.00,26/08/2022,4,6.67,26/09/2022,10,16.67,26/10/2022,54,90.00,26/11/2022,15,25.00,26/12/2022,2,3.33,26/01/2023,22,36.67,26/02/2023,16,26.67,60,40,40.19,Fail
GL022022322,GL-B29,29,26/05/2022,26/06/2022,21,35.00,26/07/2022,13,21.67,26/08/2022,9,15.00,26/09/2022,36,60.00,26/10/2022,18,30.00,26/11/2022,50,83.33,26/12/2022,20,33.33,26/01/2023,60,100.00,26/02/2023,20,33.33,60,40,45.74,Fail
GL022022306,GL-B29,29,26/05/2022,26/06/2022,26,43.33,26/07/2022,24,40.00,26/08/2022,42,70.00,26/09/2022,16,26.67,26/10/2022,56,93.33,26/11/2022,17,28.33,26/12/2022,53,88.33,26/01/2023,60,100.00,26/02/2023,38,63.33,60,40,61.48,Pass
GL032022359,GL-B29,29,26/05/2022,26/06/2022,30,50.00,26/07/2022,31,51.67,26/08/2022,15,25.00,26/09/2022,59,98.33,26/10/2022,57,95.00,26/11/2022,8,13.33,26/12/2022,47,78.33,26/01/2023,15,25.00,26/02/2023,13,21.67,60,40,50.93,Pass
GL122021250,GL-B29,29,26/05/2022,26/06/2022,37,61.67,26/07/2022,15,25.00,26/08/2022,55,91.67,26/09/2022,58,96.67,26/10/2022,21,35.00,26/11/2022,9,15.00,26/12/2022,25,41.67,26/01/2023,58,96.67,26/02/2023,45,75.00,60,40,59.81,Pass
GL042022518,GL-B30,30,19/06/2022,19/07/2022,21,35.00,19/08/2022,51,85.00,19/09/2022,19,31.67,19/10/2022,43,71.67,19/11/2022,6,10.00,19/12/2022,48,80.00,19/01/2023,20,33.33,19/02/2023,48,80.00,19/03/2023,2,3.33,60,40,47.78,Fail
GL042022501,GL-B30,30,19/06/2022,19/07/2022,7,11.67,19/08/2022,33,55.00,19/09/2022,38,63.33,19/10/2022,34,56.67,19/11/2022,7,11.67,19/12/2022,7,11.67,19/01/2023,28,46.67,19/02/2023,21,35.00,19/03/2023,59,98.33,60,40,43.33,Fail
GL042022496,GL-B30,30,19/06/2022,19/07/2022,28,46.67,19/08/2022,25,41.67,19/09/2022,39,65.00,19/10/2022,60,100.00,19/11/2022,19,31.67,19/12/2022,12,20.00,19/01/2023,59,98.33,19/02/2023,39,65.00,19/03/2023,5,8.33,60,40,52.96,Pass
GL042022497,GL-B30,30,19/06/2022,19/07/2022,16,26.67,19/08/2022,18,30.00,19/09/2022,53,88.33,19/10/2022,7,11.67,19/11/2022,25,41.67,19/12/2022,59,98.33,19/01/2023,55,91.67,19/02/2023,40,66.67,19/03/2023,38,63.33,60,40,57.59,Pass
GL032022395,GL-B30,30,19/06/2022,19/07/2022,24,40.00,19/08/2022,32,53.33,19/09/2022,22,36.67,19/10/2022,1,1.67,19/11/2022,58,96.67,19/12/2022,14,23.33,19/01/2023,9,15.00,19/02/2023,53,88.33,19/03/2023,35,58.33,60,40,45.93,Fail
GL032022438,GL-B30,30,19/06/2022,19/07/2022,34,56.67,19/08/2022,10,16.67,19/09/2022,13,21.67,19/10/2022,47,78.33,19/11/2022,27,45.00,19/12/2022,1,1.67,19/01/2023,28,46.67,19/02/2023,34,56.67,19/03/2023,58,96.67,60,40,46.67,Fail
GL042022490,GL-B30,30,19/06/2022,19/07/2022,52,86.67,19/08/2022,23,38.33,19/09/2022,53,88.33,19/10/2022,47,78.33,19/11/2022,41,68.33,19/12/2022,45,75.00,19/01/2023,21,35.00,19/02/2023,14,23.33,19/03/2023,7,11.67,60,40,56.11,Pass
GL122021232,GL-B30,30,19/06/2022,19/07/2022,20,33.33,19/08/2022,1,1.67,19/09/2022,59,98.33,19/10/2022,51,85.00,19/11/2022,1,1.67,19/12/2022,12,20.00,19/01/2023,29,48.33,19/02/2023,53,88.33,19/03/2023,29,48.33,60,40,47.22,Fail
GL032022357,GL-B30,30,19/06/2022,19/07/2022,25,41.67,19/08/2022,14,23.33,19/09/2022,11,18.33,19/10/2022,19,31.67,19/11/2022,54,90.00,19/12/2022,7,11.67,19/01/2023,20,33.33,19/02/2023,57,95.00,19/03/2023,23,38.33,60,40,42.59,Fail
GL032022370,GL-B30,30,19/06/2022,19/07/2022,48,80.00,19/08/2022,32,53.33,19/09/2022,11,18.33,19/10/2022,22,36.67,19/11/2022,36,60.00,19/12/2022,27,45.00,19/01/2023,57,95.00,19/02/2023,46,76.67,19/03/2023,38,63.33,60,40,58.70,Pass
GL042022469,GL-B30,30,19/06/2022,19/07/2022,31,51.67,19/08/2022,55,91.67,19/09/2022,13,21.67,19/10/2022,13,21.67,19/11/2022,55,91.67,19/12/2022,39,65.00,19/01/2023,15,25.00,19/02/2023,41,68.33,19/03/2023,32,53.33,60,40,54.44,Pass
GL042022474,GL-B30,30,19/06/2022,19/07/2022,6,10.00,19/08/2022,31,51.67,19/09/2022,54,90.00,19/10/2022,38,63.33,19/11/2022,26,43.33,19/12/2022,56,93.33,19/01/2023,8,13.33,19/02/2023,17,28.33,19/03/2023,56,93.33,60,40,54.07,Pass
GL042022479,GL-B30,30,19/06/2022,19/07/2022,14,23.33,19/08/2022,20,33.33,19/09/2022,19,31.67,19/10/2022,18,30.00,19/11/2022,40,66.67,19/12/2022,41,68.33,19/01/2023,11,18.33,19/02/2023,38,63.33,19/03/2023,49,81.67,60,40,46.30,Fail
GL042022478,GL-B30,30,19/06/2022,19/07/2022,16,26.67,19/08/2022,14,23.33,19/09/2022,57,95.00,19/10/2022,29,48.33,19/11/2022,6,10.00,19/12/2022,20,33.33,19/01/2023,47,78.33,19/02/2023,3,5.00,19/03/2023,4,6.67,60,40,36.30,Fail
GL022022327,GL-B30,30,19/06/2022,19/07/2022,10,16.67,19/08/2022,57,95.00,19/09/2022,53,88.33,19/10/2022,53,88.33,19/11/2022,23,38.33,19/12/2022,27,45.00,19/01/2023,47,78.33,19/02/2023,21,35.00,19/03/2023,29,48.33,60,40,59.26,Pass
GL0120211891,GL-B30,30,19/06/2022,19/07/2022,44,73.33,19/08/2022,18,30.00,19/09/2022,31,51.67,19/10/2022,8,13.33,19/11/2022,15,25.00,19/12/2022,55,91.67,19/01/2023,12,20.00,19/02/2023,20,33.33,19/03/2023,11,18.33,60,40,39.63,Fail
GL032022419,GL-B30,30,19/06/2022,19/07/2022,5,8.33,19/08/2022,19,31.67,19/09/2022,5,8.33,19/10/2022,36,60.00,19/11/2022,29,48.33,19/12/2022,37,61.67,19/01/2023,14,23.33,19/02/2023,44,73.33,19/03/2023,55,91.67,60,40,45.19,Fail
GL032022413,GL-B31,31,07/12/2022,07/01/2023,40,66.67,07/02/2023,38,63.33,07/03/2023,27,45.00,07/04/2023,13,21.67,07/05/2023,37,61.67,07/06/2023,40,66.67,07/07/2023,22,36.67,07/08/2023,45,75.00,07/09/2023,55,91.67,60,40,58.70,Pass
NA,GL-B31,31,07/12/2022,07/01/2023,18,30.00,07/02/2023,26,43.33,07/03/2023,4,6.67,07/04/2023,16,26.67,07/05/2023,13,21.67,07/06/2023,5,8.33,07/07/2023,38,63.33,07/08/2023,54,90.00,07/09/2023,42,70.00,60,40,40.00,Fail
GL042022494,GL-B31,31,07/12/2022,07/01/2023,19,31.67,07/02/2023,50,83.33,07/03/2023,5,8.33,07/04/2023,28,46.67,07/05/2023,4,6.67,07/06/2023,55,91.67,07/07/2023,24,40.00,07/08/2023,38,63.33,07/09/2023,14,23.33,60,40,43.89,Fail
GL042022502,GL-B31,31,07/12/2022,07/01/2023,16,26.67,07/02/2023,22,36.67,07/03/2023,58,96.67,07/04/2023,19,31.67,07/05/2023,13,21.67,07/06/2023,25,41.67,07/07/2023,39,65.00,07/08/2023,4,6.67,07/09/2023,54,90.00,60,40,46.30,Fail
GL042022503,GL-B31,31,07/12/2022,07/01/2023,52,86.67,07/02/2023,56,93.33,07/03/2023,39,65.00,07/04/2023,37,61.67,07/05/2023,8,13.33,07/06/2023,26,43.33,07/07/2023,15,25.00,07/08/2023,17,28.33,07/09/2023,49,81.67,60,40,55.37,Pass
GL042022507,GL-B31,31,07/12/2022,07/01/2023,28,46.67,07/02/2023,50,83.33,07/03/2023,56,93.33,07/04/2023,9,15.00,07/05/2023,19,31.67,07/06/2023,25,41.67,07/07/2023,34,56.67,07/08/2023,32,53.33,07/09/2023,33,55.00,60,40,52.96,Pass
GL042022513,GL-B31,31,07/12/2022,07/01/2023,27,45.00,07/02/2023,48,80.00,07/03/2023,36,60.00,07/04/2023,30,50.00,07/05/2023,7,11.67,07/06/2023,8,13.33,07/07/2023,50,83.33,07/08/2023,24,40.00,07/09/2023,40,66.67,60,40,50.00,Pass
GL042022514,GL-B31,31,07/12/2022,07/01/2023,13,21.67,07/02/2023,60,100.00,07/03/2023,10,16.67,07/04/2023,60,100.00,07/05/2023,48,80.00,07/06/2023,23,38.33,07/07/2023,2,3.33,07/08/2023,8,13.33,07/09/2023,16,26.67,60,40,44.44,Fail
GL042022524,GL-B31,31,07/12/2022,07/01/2023,45,75.00,07/02/2023,7,11.67,07/03/2023,52,86.67,07/04/2023,24,40.00,07/05/2023,58,96.67,07/06/2023,30,50.00,07/07/2023,52,86.67,07/08/2023,24,40.00,07/09/2023,59,98.33,60,40,65.00,Pass
GL042022525,GL-B31,31,07/12/2022,07/01/2023,28,46.67,07/02/2023,48,80.00,07/03/2023,41,68.33,07/04/2023,1,1.67,07/05/2023,54,90.00,07/06/2023,55,91.67,07/07/2023,35,58.33,07/08/2023,39,65.00,07/09/2023,50,83.33,60,40,65.00,Pass
GL042022527,GL-B31,31,07/12/2022,07/01/2023,30,50.00,07/02/2023,4,6.67,07/03/2023,33,55.00,07/04/2023,48,80.00,07/05/2023,23,38.33,07/06/2023,23,38.33,07/07/2023,55,91.67,07/08/2023,24,40.00,07/09/2023,56,93.33,60,40,54.81,Pass
GL042022526,GL-B31,31,07/12/2022,07/01/2023,47,78.33,07/02/2023,2,3.33,07/03/2023,27,45.00,07/04/2023,34,56.67,07/05/2023,6,10.00,07/06/2023,20,33.33,07/07/2023,21,35.00,07/08/2023,27,45.00,07/09/2023,34,56.67,60,40,40.37,Fail
GL042022528,GL-B31,31,07/12/2022,07/01/2023,46,76.67,07/02/2023,12,20.00,07/03/2023,52,86.67,07/04/2023,53,88.33,07/05/2023,55,91.67,07/06/2023,12,20.00,07/07/2023,60,100.00,07/08/2023,15,25.00,07/09/2023,3,5.00,60,40,57.04,Pass
GL042022537,GL-B31,31,07/12/2022,07/01/2023,30,50.00,07/02/2023,46,76.67,07/03/2023,20,33.33,07/04/2023,35,58.33,07/05/2023,57,95.00,07/06/2023,50,83.33,07/07/2023,15,25.00,07/08/2023,14,23.33,07/09/2023,58,96.67,60,40,60.19,Pass
GL042022539,GL-B31,31,07/12/2022,07/01/2023,23,38.33,07/02/2023,33,55.00,07/03/2023,25,41.67,07/04/2023,52,86.67,07/05/2023,44,73.33,07/06/2023,57,95.00,07/07/2023,36,60.00,07/08/2023,2,3.33,07/09/2023,14,23.33,60,40,52.96,Pass
GL042022541,GL-B31,31,07/12/2022,07/01/2023,17,28.33,07/02/2023,2,3.33,07/03/2023,43,71.67,07/04/2023,34,56.67,07/05/2023,46,76.67,07/06/2023,57,95.00,07/07/2023,38,63.33,07/08/2023,7,11.67,07/09/2023,12,20.00,60,40,47.41,Fail
GL042022540,GL-B31,31,07/12/2022,07/01/2023,9,15.00,07/02/2023,48,80.00,07/03/2023,23,38.33,07/04/2023,47,78.33,07/05/2023,5,8.33,07/06/2023,54,90.00,07/07/2023,13,21.67,07/08/2023,34,56.67,07/09/2023,26,43.33,60,40,47.96,Fail
GL042022493,GL-B31,31,07/12/2022,07/01/2023,26,43.33,07/02/2023,37,61.67,07/03/2023,51,85.00,07/04/2023,8,13.33,07/05/2023,52,86.67,07/06/2023,9,15.00,07/07/2023,42,70.00,07/08/2023,36,60.00,07/09/2023,7,11.67,60,40,49.63,Fail
GL042022542,GL-B31,31,07/12/2022,07/01/2023,38,63.33,07/02/2023,18,30.00,07/03/2023,2,3.33,07/04/2023,30,50.00,07/05/2023,32,53.33,07/06/2023,8,13.33,07/07/2023,32,53.33,07/08/2023,22,36.67,07/09/2023,4,6.67,60,40,34.44,Fail
GL042022543,GL-B31,31,07/12/2022,07/01/2023,39,65.00,07/02/2023,37,61.67,07/03/2023,8,13.33,07/04/2023,6,10.00,07/05/2023,60,100.00,07/06/2023,31,51.67,07/07/2023,59,98.33,07/08/2023,12,20.00,07/09/2023,57,95.00,60,40,57.22,Pass
GL042022546,GL-B31,31,07/12/2022,07/01/2023,17,28.33,07/02/2023,6,10.00,07/03/2023,60,100.00,07/04/2023,48,80.00,07/05/2023,45,75.00,07/06/2023,55,91.67,07/07/2023,51,85.00,07/08/2023,48,80.00,07/09/2023,16,26.67,60,40,64.07,Pass
GL052022547,GL-B31,31,07/12/2022,07/01/2023,48,80.00,07/02/2023,45,75.00,07/03/2023,57,95.00,07/04/2023,28,46.67,07/05/2023,23,38.33,07/06/2023,14,23.33,07/07/2023,56,93.33,07/08/2023,35,58.33,07/09/2023,20,33.33,60,40,60.37,Pass
GL052022548,GL-B31,31,07/12/2022,07/01/2023,29,48.33,07/02/2023,33,55.00,07/03/2023,40,66.67,07/04/2023,51,85.00,07/05/2023,29,48.33,07/06/2023,33,55.00,07/07/2023,40,66.67,07/08/2023,5,8.33,07/09/2023,28,46.67,60,40,53.33,Pass
GL052022554,GL-B31,31,07/12/2022,07/01/2023,50,83.33,07/02/2023,3,5.00,07/03/2023,2,3.33,07/04/2023,25,41.67,07/05/2023,22,36.67,07/06/2023,17,28.33,07/07/2023,15,25.00,07/08/2023,30,50.00,07/09/2023,19,31.67,60,40,33.89,Fail
GL052022559,GL-B31,31,07/12/2022,07/01/2023,23,38.33,07/02/2023,27,45.00,07/03/2023,22,36.67,07/04/2023,9,15.00,07/05/2023,8,13.33,07/06/2023,3,5.00,07/07/2023,3,5.00,07/08/2023,35,58.33,07/09/2023,48,80.00,60,40,32.96,Fail
GL052022560,GL-B31,31,07/12/2022,07/01/2023,13,21.67,07/02/2023,5,8.33,07/03/2023,4,6.67,07/04/2023,5,8.33,07/05/2023,24,40.00,07/06/2023,23,38.33,07/07/2023,4,6.67,07/08/2023,48,80.00,07/09/2023,5,8.33,60,40,24.26,Fail
GL052022565,GL-B31,31,07/12/2022,07/01/2023,8,13.33,07/02/2023,48,80.00,07/03/2023,6,10.00,07/04/2023,25,41.67,07/05/2023,5,8.33,07/06/2023,34,56.67,07/07/2023,58,96.67,07/08/2023,10,16.67,07/09/2023,20,33.33,60,40,39.63,Fail
GL052022567,GL-B31,31,07/12/2022,07/01/2023,14,23.33,07/02/2023,44,73.33,07/03/2023,30,50.00,07/04/2023,45,75.00,07/05/2023,30,50.00,07/06/2023,37,61.67,07/07/2023,29,48.33,07/08/2023,32,53.33,07/09/2023,7,11.67,60,40,49.63,Fail
GL052022577,GL-B31,31,07/12/2022,07/01/2023,25,41.67,07/02/2023,53,88.33,07/03/2023,50,83.33,07/04/2023,31,51.67,07/05/2023,27,45.00,07/06/2023,11,18.33,07/07/2023,60,100.00,07/08/2023,23,38.33,07/09/2023,51,85.00,60,40,61.30,Pass
GL052022574,GL-B31,31,07/12/2022,07/01/2023,22,36.67,07/02/2023,54,90.00,07/03/2023,54,90.00,07/04/2023,21,35.00,07/05/2023,47,78.33,07/06/2023,36,60.00,07/07/2023,11,18.33,07/08/2023,58,96.67,07/09/2023,55,91.67,60,40,66.30,Pass
